facility_name,odhf_facility_type,latitude,longitude
Comox Valley Medical Clinic,Ambulatory health care services,49.667209,-124.981057
Comox Valley Seniors Village,Nursing and residential care facilities,49.702595,-124.99339
Connect Lake Country,Nursing and residential care facilities,50.0482249,-119.4033009
Continuum Medical Care,Ambulatory health care services,49.328644,-123.16017
Cook And Quadra Medical Clinic,Ambulatory health care services,48.455102,-123.357643
Cook Avenue,Nursing and residential care facilities,49.2199007,-122.6343005
Cook Road Medical Clinic,Ambulatory health care services,49.166673,-123.134096
Coopershawk Court,Nursing and residential care facilities,49.150452,-122.828694
Corless Crescent,Nursing and residential care facilities,53.930081,-122.80623
Cormorant Island Community Health Centre,Ambulatory health care services,50.594,-126.943046
Cormorant Island Health Centre,Hospitals,50.594297,-126.9423575
Coronation Home,Nursing and residential care facilities,49.8923387,-119.4793851
Cottage Hospice,Nursing and residential care facilities,49.29107,-123.06
Cottonwood Medical Clinic,Ambulatory health care services,49.22069,-122.561484
Country Squire Retirement Villa,Nursing and residential care facilities,49.0422212,-119.4731812
Courtyard Gardens,Nursing and residential care facilities,49.162097,-123.1441684
Cowichan District Hospital,Hospitals,48.7850092,-123.7233231
Cowichan Way Clinic,Ambulatory health care services,48.774515,-123.704014
Craigdarroch Care Home,Nursing and residential care facilities,48.422818,-123.34522
"Crawford Manor (""a"")",Nursing and residential care facilities,49.1845991,-122.8673672
Creekside Landing,Nursing and residential care facilities,50.2465633,-119.3223493
Crescent Gardens,Nursing and residential care facilities,49.024671,-122.765236
Cresst,Nursing and residential care facilities,49.045199,-122.2903273
Cresst - South Fraser,Nursing and residential care facilities,49.1806892,-122.8476199
Crest View Care Village,Nursing and residential care facilities,49.1043599,-116.5157147
Crestlene Lodge Ltd,Nursing and residential care facilities,49.1593008,-122.8997933
Creston Valley Hospital,Hospitals,49.0987024,-116.5083103
Creston Valley Hospital And Health Centre,Hospitals,49.098702,-116.508309
"Cridge Brain Injury Residence, The",Nursing and residential care facilities,48.47524,-123.41437
Cristina Home,Nursing and residential care facilities,49.162594,-122.825181
Crofton House,Nursing and residential care facilities,49.8366104,-124.522959
Crofton Manor,Nursing and residential care facilities,49.23535,-123.168
Cross Roads Clinics,Ambulatory health care services,49.263314,-123.115352
Crossroads,Nursing and residential care facilities,49.2679436,-123.1833749
Crossroads Inlet Centre Hospice,Nursing and residential care facilities,49.284775,-122.8279927
Croydon Villa,Nursing and residential care facilities,49.053692,-122.793128
Cumberland House,Nursing and residential care facilities,49.2320214,-122.9185116
Cummings Home,Nursing and residential care facilities,49.6903919,-124.9536777
Curzon House,Nursing and residential care facilities,49.1559857,-123.1511773
Dania Home,Nursing and residential care facilities,49.247584,-122.975187
David Lloyd Jones Home,Nursing and residential care facilities,49.8869222,-119.4815286
Davis Drive,Nursing and residential care facilities,53.875346,-122.78297
Davison,Nursing and residential care facilities,49.227708,-122.683004
Dawson Creek And District Hospital,Hospitals,55.7496332,-120.2358095
Dawson Medical Clinic,Ambulatory health care services,49.264467,-123.011697
Decaire House,Nursing and residential care facilities,49.2487285,-122.8503737
Deer Lake House,Nursing and residential care facilities,49.2285197,-122.9643376
Deertrail Cottage,Nursing and residential care facilities,48.838219,-123.64988
Delbruck House,Nursing and residential care facilities,49.4813964,-117.2877274
Delta Hospital,Hospitals,49.0856773,-123.0618836
Delta House,Nursing and residential care facilities,49.1377685,-122.9004883
Delta Lodge,Nursing and residential care facilities,49.1699318,-122.9145102
Delta Medical Center,Ambulatory health care services,49.09232,-123.085306
Denman Medical Centre,Ambulatory health care services,49.287963,-123.141131
Denning Health Group,Ambulatory health care services,49.18544,-122.8474
Discovery Harbour Care Centre,Nursing and residential care facilities,50.029604,-125.25371
Discovery Medical Clinic,Ambulatory health care services,50.03209,-125.2611
Dixon Place Home,Nursing and residential care facilities,50.2790503,-119.22541
Dobie House,Nursing and residential care facilities,50.2665627,-119.2651516
Doc-side Medical,Ambulatory health care services,49.28098,-123.0901
Dogwood House,Nursing and residential care facilities,48.781263,-123.7179264
Dogwood Lodge,Nursing and residential care facilities,49.218578,-123.118
Doman House,Nursing and residential care facilities,49.2203849,-123.0371915
Douglas Care Community,Nursing and residential care facilities,48.4110201,-123.3702758
Douglas House,Nursing and residential care facilities,48.411065,-123.37902
Dover House Intermediate Care Facility,Nursing and residential care facilities,49.234198,-124.03401
Down's Residence,Nursing and residential care facilities,50.2746532,-119.2497058
Dr. Helmcken Memorial Hospital,Hospitals,51.645446,-120.018267
Dr. Helmcken Memorial Hospital And Health Centre,Hospitals,51.6453419,-120.018183
Dr. Peter Aids Foundation (residence),Nursing and residential care facilities,49.281727,-123.13
Dufferin Group Home,Nursing and residential care facilities,50.6590596,-120.3843445
Duke House,Nursing and residential care facilities,49.2393317,-123.0497683
Dunrovin Park Lodge,Nursing and residential care facilities,52.979626,-122.48601
Dustin House,Nursing and residential care facilities,48.514907,-123.38556
Duthie Avenue,Nursing and residential care facilities,49.2748071,-122.9538731
Dwelling Place,Nursing and residential care facilities,49.199663,-124.01516
Eagle Crescent,Nursing and residential care facilities,52.1190375,-122.1625031
Eagle Ridge Hospital,Hospitals,49.285505,-122.82358
Eagle Rock Heights,Nursing and residential care facilities,48.466336,-123.36825
East 36th House,Nursing and residential care facilities,49.2383527,-123.0986843
East 45th Group Home,Nursing and residential care facilities,49.2296873,-123.0525228
East 61st Community House,Nursing and residential care facilities,49.2146808,-123.0920388
East Keith Road House,Nursing and residential care facilities,49.313665,-123.067037
East Kootenay Regional Hospital,Hospitals,49.512422,-115.749993
Eastlawn,Nursing and residential care facilities,49.2739211,-122.9903615
Eden Care Centre,Nursing and residential care facilities,49.1672383,-121.9419001
Eden Gardens,Nursing and residential care facilities,49.191744,-123.98389
Edgemont House,Nursing and residential care facilities,49.3328531,-123.0948838
Edgemont Medical Clinic,Ambulatory health care services,49.336925,-123.101618
Edgewood,Nursing and residential care facilities,49.189984,-123.99763
Edmonds House,Nursing and residential care facilities,49.2252184,-122.9412436
Edwards Crossing Medical,Ambulatory health care services,49.168184,-121.958392
Ehn Canada White Rock Mental Health Services Inc,Nursing and residential care facilities,49.048515,-122.797706
Eighth Avenue Group Home,Nursing and residential care facilities,54.2341003,-125.7581811
Eightieth Avenue House,Nursing and residential care facilities,49.148372,-122.90575
Eleanor House,Nursing and residential care facilities,49.0392857,-122.266435
Elgin House,Nursing and residential care facilities,49.055582,-122.822937
Elicare Medical,Ambulatory health care services,49.253444,-122.89804
Elivan,Nursing and residential care facilities,48.4471823,-123.3844489
Eljen Medical Clinic,Ambulatory health care services,55.749128,-120.237571
Elk Valley Hospital,Hospitals,49.5136918,-115.0560315
Ellwood Medical Clinic,Ambulatory health care services,49.06074,-122.3788
Emerald Place,Nursing and residential care facilities,49.2845069,-123.0445436
Emerge Addiction Recovery Program,Nursing and residential care facilities,49.2831332,-123.1119351
Emily House,Nursing and residential care facilities,49.2136236,-122.9979473
English Bluff,Nursing and residential care facilities,49.0260605,-123.0898037
Eso Court,Nursing and residential care facilities,49.827363,-119.4779984
Esquimalt Medical Clinic,Ambulatory health care services,48.429952,-123.409936
Evergreen Care Unit,Nursing and residential care facilities,49.85059,-124.529
Evergreen Hamlets At Fleetwood,Nursing and residential care facilities,49.155213,-122.789853
Evergreen House,Nursing and residential care facilities,49.2662976,-122.8848789
Evergreen Residence,Nursing and residential care facilities,49.0536498,-122.3450986
Evergreen Seniors Home,Nursing and residential care facilities,50.007318,-125.24818
F.w. Green Memorial Home,Nursing and residential care facilities,49.5052761,-115.7573544
Fair Haven Burnaby Lodge,Nursing and residential care facilities,49.2152662,-123.0058287
Fair Haven Homes Vancouver Lodge,Nursing and residential care facilities,49.2253678,-123.0513694
Fairfield Medical Treatment Centre,Ambulatory health care services,48.432404,-123.322827
Fairway Home,Nursing and residential care facilities,48.446099,-123.49386
False Creek Residence,Nursing and residential care facilities,49.26734,-123.129
Family Focus,Nursing and residential care facilities,48.873689,-123.56437
Felix Road,Nursing and residential care facilities,49.9018861,-119.3907555
Feltham,Nursing and residential care facilities,48.4758034,-123.3258787
Ferguson Home,Nursing and residential care facilities,49.0552957,-122.3275505
Fernridge Place,Nursing and residential care facilities,49.040491,-122.669881
Fifty Fourth Avenue Home,Nursing and residential care facilities,49.100283,-122.868452
Finnish Home,Nursing and residential care facilities,49.2082288,-123.0607454
Finnish Manor,Nursing and residential care facilities,49.25405,-123.0127488
Fir Park Village,Nursing and residential care facilities,49.250749,-124.79915
First Canadian Medical Clinic,Ambulatory health care services,49.191351,-122.80976
Firstcare Medical Centre,Ambulatory health care services,49.261542,-123.069778
Fischer Place,Nursing and residential care facilities,51.63807,-121.291632
Five Corners Residence,Nursing and residential care facilities,49.0915519,-122.6283675
Flamingo Road,Nursing and residential care facilities,54.005809,-122.82062
Fleet Street Group Home,Nursing and residential care facilities,49.2634222,-122.8114257
Fleetwood House,Nursing and residential care facilities,49.173384,-122.776442
Fleetwood Place,Nursing and residential care facilities,49.153895,-122.778049
Fletcher 1,Nursing and residential care facilities,49.2216885,-122.5919793
Foothills Medical Clinic,Ambulatory health care services,49.293373,-122.755466
Foremed Clinic,Ambulatory health care services,49.204289,-122.905839
Forensic Psychiatric Hospital (forensic Psychiatric Services Commission),Hospitals,49.263318,-123.111417
Forglen 5450,Nursing and residential care facilities,49.2349345,-122.9926051
Forrest Place,Nursing and residential care facilities,49.0940859,-117.7475746
Forrester House,Nursing and residential care facilities,48.443712,-123.32226
Fort Nelson General Hospital,Hospitals,58.8089587,-122.70494
Fort St. John Hospital,Hospitals,56.2561383,-120.816339
Fort St. John Hospital And Health Centre,Hospitals,56.24699,-120.842112
Fourth And Alma,Nursing and residential care facilities,49.268865,-123.1845142
Foyer Maillard,Nursing and residential care facilities,49.2392629,-122.8662457
Francis House,Nursing and residential care facilities,49.1497112,-123.1472723
Fraser Canyon Clinic,Ambulatory health care services,49.378762,-121.443439
Fraser Canyon Hospital,Hospitals,49.3768382,-121.424275
Fraser Highway Medical Clinic,Ambulatory health care services,49.05831,-122.4733
Fraser Supported Community Living,Nursing and residential care facilities,49.0887548,-122.6516108
Fraser Valley Detox And Treatment Centre,Nursing and residential care facilities,49.1239695,-122.4160247
Fraserside Residence,Nursing and residential care facilities,49.2134802,-122.9715652
Fraserview Intermediate Care Lodge,Nursing and residential care facilities,49.1398092,-123.1174766
Frederick Road,Nursing and residential care facilities,49.3416966,-123.0440175
Fruitvale House,Nursing and residential care facilities,49.1122882,-117.5435526
Fsj Acl Four-plex,Nursing and residential care facilities,56.248114,-120.85713
G.f. Strong Rehabilitation Centre,Nursing and residential care facilities,49.246789,-123.125415
G.r. Baker Hospital,Hospitals,52.981739,-122.498817
G.r. Baker Memorial Hospital,Hospitals,52.9814079,-122.4995559
Garden Manor Rest Home,Nursing and residential care facilities,50.6729058,-120.3408427
Gate House Adult Care,Nursing and residential care facilities,48.681633,-123.60684
Gatehouse,Nursing and residential care facilities,49.7129894,-124.9862519
Gateway Crisis Stabilization Unit,Nursing and residential care facilities,52.1383395,-122.1431155
Gateway House,Nursing and residential care facilities,49.196739,-123.99909
Gateway Lodge Complex Care,Nursing and residential care facilities,53.905864,-122.7543
Gaumont Residence,Nursing and residential care facilities,50.7086212,-120.3829343
